employee_id,original_employee_id,manager_id,first_name,last_name,department,job_title,employee_status,hire_date,termination_date,years_of_service,gender,salary,employment_status,employee_type,education_level,performance_rating,work_location,date_of_birth,age,work_shift,job_required_skills,additional_employee_skills,employee_skills,job_required_certification,employee_certification,benefits_enrollment_clean,estimated_work_experience_years
E0155,9132,E0254,Barry,Williams,Marketing,Passenger transport manager,Terminated,12/1/2019,1/4/2026,6.1,Male,56281,Full-time,Regular,Bachelor's Degree,5,North Nancy,5/12/1986,40,First Shift,Digital Marketing | Content Development | Market Research,Public Speaking,Digital Marketing | Content Development | Market Research | Public Speaking,Google Analytics Certification,Google Analytics Certification,Medical | Dental | Vision | Retirement,18
E0156,8156,E0326,Bonnie,Estrada,Engineering,Maintenance engineer,Active,10/22/2022,,3.7,Male,64673,Full-time,Temporary,Master's Degree,3,Floresmouth,9/6/1979,46,Second Shift,Technical Design | Project Management | Problem Solving,Data Analysis,Technical Design | Project Management | Problem Solving | Data Analysis,Six Sigma Green Belt,None,Medical | Dental | Vision | Retirement,24
E0157,6914,E0411,Kyle,Wang,Marketing,"Engineer, biomedical",On Leave,7/31/2023,,3,Non-Binary,70954,Contractor,Temporary,High School,5,Martinezberg,5/7/1974,52,Second Shift,Digital Marketing | Content Development | Market Research,Negotiation,Digital Marketing | Content Development | Market Research | Negotiation,Google Analytics Certification,Google Analytics Certification,None,30
E0158,3860,E0585,Shawna,Carney,HR,Materials engineer,Active,9/27/2022,,3.8,Male,116822,Part-time,Regular,PhD,4,Petersonstad,5/11/1997,29,Second Shift,Employee Relations | Recruiting | Performance Management,Communication,Employee Relations | Recruiting | Performance Management | Communication,SHRM-CP,None,Medical | Retirement,7
E0159,9509,E0979,Tyler,Gonzales,Engineering,Industrial buyer,On Leave,5/8/2023,,3.2,Female,87687,Part-time,Contract,Master's Degree,4,Martinport,11/13/1994,31,First Shift,Technical Design | Project Management | Problem Solving,SQL,Technical Design | Project Management | Problem Solving | SQL,Six Sigma Green Belt,Six Sigma Green Belt,Medical | Retirement,9
E0160,5666,E0122,Christy,Lara,Finance,Clinical cytogeneticist,Terminated,12/28/2018,6/21/2020,1.5,Male,45816,Full-time,Contract,PhD,4,North Peterfurt,1/4/1969,57,First Shift,Financial Analysis | Budgeting | Excel,Customer Service,Financial Analysis | Budgeting | Excel | Customer Service,Financial Modeling Certification,None,Medical | Dental | Vision | Retirement,35
E0161,4245,E0154,Amanda,Barker,Marketing,"Surveyor, quantity",On Leave,2/28/2020,,6.4,Male,106250,Part-time,Temporary,Master's Degree,2,New Timville,12/3/1996,29,First Shift,Digital Marketing | Content Development | Market Research,Project Management,Digital Marketing | Content Development | Market Research | Project Management,Google Analytics Certification,Google Analytics Certification,Medical | Retirement,7
E0162,3576,E0997,Steven,Gill,HR,Charity officer,Active,4/15/2020,,6.2,Female,57983,Part-time,Contract,PhD,1,Reevesport,9/12/1998,27,Second Shift,Employee Relations | Recruiting | Performance Management,Public Speaking,Employee Relations | Recruiting | Performance Management | Public Speaking,SHRM-CP,None,Medical | Retirement,5
E0163,5636,E0874,Neil,Moore,Marketing,"Accountant, chartered management",Active,4/6/2021,,5.3,Female,46483,Full-time,Temporary,High School,1,New Sarah,7/4/1976,50,Third Shift,Digital Marketing | Content Development | Market Research,Process Improvement,Digital Marketing | Content Development | Market Research | Process Improvement,Google Analytics Certification,Google Analytics Certification,Medical | Dental | Vision | Retirement,28
E0164,1382,E0196,Travis,Pham,Marketing,Actor,Active,2/13/2020,,6.4,Non-Binary,105274,Contractor,Regular,Associate Degree,1,Rangelchester,6/12/1983,43,Second Shift,Digital Marketing | Content Development | Market Research,Change Management,Digital Marketing | Content Development | Market Research | Change Management,Google Analytics Certification,None,None,21
E0165,8296,E0471,Sarah,Potter,IT,"Development worker, international aid",Terminated,10/29/2020,2/25/2025,4.3,Non-Binary,62077,Part-time,Contract,PhD,3,East Garrett,10/31/1994,31,First Shift,Technical Support | SQL | Cybersecurity,Coaching,Technical Support | SQL | Cybersecurity | Coaching,CompTIA A+,CompTIA A+,Medical | Retirement,9
E0166,6629,E0334,David,Martinez,IT,"Engineer, communications",Active,5/5/2022,,4.2,Non-Binary,115572,Full-time,Regular,Bachelor's Degree,5,Anthonyborough,4/14/1975,51,Second Shift,Technical Support | SQL | Cybersecurity,Technical Writing,Technical Support | SQL | Cybersecurity | Technical Writing,CompTIA A+,None,Medical | Dental | Vision | Retirement,29
E0167,7154,E0767,Peter,Mccoy,Engineering,"Engineer, production",Terminated,3/26/2021,10/3/2021,0.5,Non-Binary,99288,Full-time,Temporary,Bachelor's Degree,1,Lake Anthonyshire,12/22/1991,34,Second Shift,Technical Design | Project Management | Problem Solving,Customer Service,Technical Design | Project Management | Problem Solving | Customer Service,Six Sigma Green Belt,Six Sigma Green Belt,Medical | Dental | Vision | Retirement,12
E0168,5035,E0674,Abigail,Beard,IT,"Scientist, research (life sciences)",Terminated,10/21/2020,3/4/2024,3.4,Male,48617,Part-time,Regular,Master's Degree,5,Port Glenn,12/14/1978,47,Second Shift,Technical Support | SQL | Cybersecurity,Communication,Technical Support | SQL | Cybersecurity | Communication,CompTIA A+,None,Medical | Retirement,25
E0169,7756,E0441,Frank,Conley,Marketing,Merchant navy officer,Active,9/26/2021,,4.8,Non-Binary,112164,Part-time,Temporary,Master's Degree,5,Lake Lisa,7/26/1959,66,Second Shift,Digital Marketing | Content Development | Market Research,Negotiation,Digital Marketing | Content Development | Market Research | Negotiation,Google Analytics Certification,Google Analytics Certification,Medical | Retirement,44
E0170,4574,E0667,Sheila,Howell,Marketing,Accommodation manager,Terminated,7/30/2019,9/18/2023,4.1,Male,88426,Part-time,Contract,Bachelor's Degree,5,Port James,11/3/1984,41,Second Shift,Digital Marketing | Content Development | Market Research,Coaching,Digital Marketing | Content Development | Market Research | Coaching,Google Analytics Certification,None,Medical | Retirement,19
E0171,1893,E0976,Molly,Martinez,HR,Learning disability nurse,On Leave,1/7/2023,,3.5,Non-Binary,95043,Part-time,Contract,High School,5,Lynchmouth,8/7/1971,54,Third Shift,Employee Relations | Recruiting | Performance Management,Conflict Resolution,Employee Relations | Recruiting | Performance Management | Conflict Resolution,SHRM-CP,SHRM-CP,Medical | Retirement,32
E0172,1022,E0938,Daniel,Meadows,Finance,Health physicist,On Leave,4/11/2021,,5.3,Non-Binary,101562,Part-time,Regular,High School,2,South Jacob,2/29/2004,22,Third Shift,Financial Analysis | Budgeting | Excel,Process Improvement,Financial Analysis | Budgeting | Excel | Process Improvement,Financial Modeling Certification,None,Medical | Retirement,0
E0173,4910,E0943,Tracy,Clements,Marketing,Statistician,On Leave,9/12/2021,,4.8,Female,115238,Contractor,Contract,Master's Degree,2,Jessicashire,1/19/1977,49,First Shift,Digital Marketing | Content Development | Market Research,SQL,Digital Marketing | Content Development | Market Research | SQL,Google Analytics Certification,Google Analytics Certification,None,27
E0174,8441,E0006,Justin,Huff,Engineering,Immigration officer,Active,6/26/2023,,3.1,Male,102351,Full-time,Temporary,PhD,2,New Davidport,7/8/2001,25,Second Shift,Technical Design | Project Management | Problem Solving,Data Analysis,Technical Design | Project Management | Problem Solving | Data Analysis,Six Sigma Green Belt,None,Medical | Dental | Vision | Retirement,3
E0175,7290,E0034,Travis,Macias,Finance,"Therapist, speech and language",Terminated,3/23/2021,7/17/2024,3.3,Male,86921,Full-time,Contract,Bachelor's Degree,2,Amandaport,12/30/1985,40,First Shift,Financial Analysis | Budgeting | Excel,Public Speaking,Financial Analysis | Budgeting | Excel | Public Speaking,Financial Modeling Certification,Financial Modeling Certification,Medical | Dental | Vision | Retirement,18
E0176,2323,E0980,Christine,Perez,Marketing,"Research officer, trade union",Terminated,4/30/2020,7/26/2022,2.2,Female,89735,Full-time,Contract,Associate Degree,4,Nicholasmouth,5/15/1980,46,Third Shift,Digital Marketing | Content Development | Market Research,Process Improvement,Digital Marketing | Content Development | Market Research | Process Improvement,Google Analytics Certification,None,Medical | Dental | Vision | Retirement,24
E0177,2829,E0997,Javier,James,HR,Theatre stage manager,On Leave,1/5/2020,,6.5,Female,61073,Full-time,Regular,Bachelor's Degree,5,Burnsborough,12/17/2000,25,Third Shift,Employee Relations | Recruiting | Performance Management,SQL,Employee Relations | Recruiting | Performance Management | SQL,SHRM-CP,SHRM-CP,Medical | Dental | Vision | Retirement,3
E0178,5215,E0781,Jonathan,Dennis,HR,Art gallery manager,Active,5/27/2020,,6.1,Non-Binary,112275,Contractor,Regular,High School,2,Leeville,4/8/1964,62,Third Shift,Employee Relations | Recruiting | Performance Management,Conflict Resolution,Employee Relations | Recruiting | Performance Management | Conflict Resolution,SHRM-CP,None,None,40
E0179,6370,E0923,Steven,Wilson,HR,Wellsite geologist,Terminated,7/5/2020,5/15/2021,0.9,Non-Binary,53339,Part-time,Contract,Bachelor's Degree,5,Lake Ryan,8/24/2005,20,Third Shift,Employee Relations | Recruiting | Performance Management,Public Speaking,Employee Relations | Recruiting | Performance Management | Public Speaking,SHRM-CP,SHRM-CP,Medical | Retirement,0
E0180,5106,E0169,Edward,Robertson,Marketing,Financial manager,Active,3/7/2023,,3.4,Male,85474,Full-time,Contract,PhD,3,North Catherine,9/14/1991,34,First Shift,Digital Marketing | Content Development | Market Research,Excel,Digital Marketing | Content Development | Market Research | Excel,Google Analytics Certification,None,Medical | Dental | Vision | Retirement,12
E0181,3762,E0468,Justin,Lyons,HR,Museum/gallery conservator,Active,3/5/2019,,7.4,Female,76554,Part-time,Contract,Associate Degree,1,New Sara,2/19/1985,41,Third Shift,Employee Relations | Recruiting | Performance Management,Negotiation,Employee Relations | Recruiting | Performance Management | Negotiation,SHRM-CP,SHRM-CP,Medical | Retirement,19
E0182,3809,E0225,Cheyenne,Hicks,HR,Financial trader,Terminated,12/2/2021,4/4/2022,0.3,Non-Binary,60425,Full-time,Regular,Master's Degree,2,Williamsonside,5/29/1972,54,First Shift,Employee Relations | Recruiting | Performance Management,Coaching,Employee Relations | Recruiting | Performance Management | Coaching,SHRM-CP,None,Medical | Dental | Vision | Retirement,32
E0183,5022,E0393,Anthony,Rogers,Finance,Insurance risk surveyor,Active,2/8/2022,,4.4,Female,95226,Part-time,Regular,Bachelor's Degree,5,New Lisahaven,1/8/1965,61,Second Shift,Financial Analysis | Budgeting | Excel,Public Speaking,Financial Analysis | Budgeting | Excel | Public Speaking,Financial Modeling Certification,Financial Modeling Certification,Medical | Retirement,39
E0184,3474,E0603,Donald,Suarez,Engineering,Air cabin crew,Terminated,1/31/2019,9/20/2021,2.6,Male,118215,Part-time,Contract,Master's Degree,3,Carrieview,1/1/1973,53,First Shift,Technical Design | Project Management | Problem Solving,Excel,Technical Design | Project Management | Problem Solving | Excel,Six Sigma Green Belt,None,Medical | Retirement,31
E0185,3274,E0923,Luis,Parsons,HR,Associate Professor,Terminated,11/28/2020,4/29/2025,4.4,Male,53205,Part-time,Contract,Bachelor's Degree,3,Jaredville,8/25/1990,35,Third Shift,Employee Relations | Recruiting | Performance Management,Change Management,Employee Relations | Recruiting | Performance Management | Change Management,SHRM-CP,SHRM-CP,Medical | Retirement,13
E0186,6619,E0230,Juan,Rodriguez,HR,"Pharmacist, community",Active,11/5/2020,,5.7,Female,84797,Contractor,Temporary,Associate Degree,3,North Seth,2/3/1991,35,First Shift,Employee Relations | Recruiting | Performance Management,Excel,Employee Relations | Recruiting | Performance Management | Excel,SHRM-CP,None,None,13
E0187,2206,E0023,Steven,Johnston,Engineering,Lobbyist,On Leave,7/7/2023,,3,Male,77970,Full-time,Regular,Master's Degree,2,Bakerfurt,8/26/1968,57,Second Shift,Technical Design | Project Management | Problem Solving,Data Analysis,Technical Design | Project Management | Problem Solving | Data Analysis,Six Sigma Green Belt,Six Sigma Green Belt,Medical | Dental | Vision | Retirement,35
E0188,7495,E0975,Steven,Gomez,HR,Chiropractor,Active,7/14/2022,,4,Non-Binary,87262,Part-time,Regular,Bachelor's Degree,4,Stephenmouth,12/11/1962,63,Second Shift,Employee Relations | Recruiting | Performance Management,SQL,Employee Relations | Recruiting | Performance Management | SQL,SHRM-CP,None,Medical | Retirement,41
E0189,9615,E0034,Becky,Rich,Finance,"Sound technician, broadcasting/film/video",Terminated,11/20/2018,3/19/2022,3.3,Female,83769,Full-time,Contract,Master's Degree,2,East Markmouth,1/13/1978,48,First Shift,Financial Analysis | Budgeting | Excel,Coaching,Financial Analysis | Budgeting | Excel | Coaching,Financial Modeling Certification,Financial Modeling Certification,Medical | Dental | Vision | Retirement,26
E0190,3039,E0708,Jackie,Gonzalez,Marketing,Estate agent,Terminated,5/19/2023,11/28/2023,0.5,Female,78457,Part-time,Temporary,Bachelor's Degree,1,Rachelland,1/6/1963,63,Third Shift,Digital Marketing | Content Development | Market Research,Process Improvement,Digital Marketing | Content Development | Market Research | Process Improvement,Google Analytics Certification,None,Medical | Retirement,41
E0191,6327,E0491,Kelli,Baker,Engineering,Data processing manager,On Leave,1/20/2019,,7.5,Female,49314,Contractor,Contract,PhD,1,New Andrehaven,2/8/2005,21,First Shift,Technical Design | Project Management | Problem Solving,Presentation Skills,Technical Design | Project Management | Problem Solving | Presentation Skills,Six Sigma Green Belt,Six Sigma Green Belt,None,0
E0192,1096,E0161,Stephanie,Davis,Marketing,Secretary/administrator,Active,7/9/2023,,3,Female,62147,Full-time,Contract,PhD,1,East Dawnmouth,4/15/2003,23,Second Shift,Digital Marketing | Content Development | Market Research,Process Improvement,Digital Marketing | Content Development | Market Research | Process Improvement,Google Analytics Certification,None,Medical | Dental | Vision | Retirement,1
E0193,5206,E0889,Teresa,Ortega,HR,Ergonomist,Active,2/17/2021,,5.4,Non-Binary,96862,Contractor,Contract,Bachelor's Degree,4,Jefferybury,7/12/1990,36,First Shift,Employee Relations | Recruiting | Performance Management,Conflict Resolution,Employee Relations | Recruiting | Performance Management | Conflict Resolution,SHRM-CP,SHRM-CP,None,14
E0194,7769,E0068,Stephanie,Elliott,HR,"Programmer, multimedia",Active,8/24/2020,,5.9,Non-Binary,74176,Full-time,Regular,Bachelor's Degree,3,South David,5/17/1996,30,Second Shift,Employee Relations | Recruiting | Performance Management,Presentation Skills,Employee Relations | Recruiting | Performance Management | Presentation Skills,SHRM-CP,None,Medical | Dental | Vision | Retirement,8
E0195,4233,E0546,Michael,Cruz,IT,Speech and language therapist,On Leave,12/10/2022,,3.6,Non-Binary,104981,Part-time,Regular,High School,1,Jessicaberg,8/1/1993,32,Third Shift,Technical Support | SQL | Cybersecurity,Negotiation,Technical Support | SQL | Cybersecurity | Negotiation,CompTIA A+,CompTIA A+,Medical | Retirement,10
E0196,7583,E0683,Jessica,Green,Marketing,Paramedic,On Leave,1/26/2021,,5.5,Male,117681,Contractor,Contract,Bachelor's Degree,3,East Dennisview,6/12/1983,43,First Shift,Digital Marketing | Content Development | Market Research,Presentation Skills,Digital Marketing | Content Development | Market Research | Presentation Skills,Google Analytics Certification,None,None,21
E0197,1901,E0805,Kristine,Perez,IT,Health promotion specialist,Active,5/12/2019,,7.2,Female,107462,Contractor,Contract,Master's Degree,1,Veronicachester,7/10/1988,38,Second Shift,Technical Support | SQL | Cybersecurity,Process Improvement,Technical Support | SQL | Cybersecurity | Process Improvement,CompTIA A+,CompTIA A+,None,16
E0198,2174,E0488,James,Collins,Finance,Travel agency manager,Active,1/22/2019,,7.5,Male,77769,Full-time,Regular,High School,1,Hinesfurt,8/30/1993,32,First Shift,Financial Analysis | Budgeting | Excel,Leadership,Financial Analysis | Budgeting | Excel | Leadership,Financial Modeling Certification,None,Medical | Dental | Vision | Retirement,10
E0199,1336,E0700,Ashley,Cunningham,Finance,Heritage manager,Active,10/18/2022,,3.7,Female,106314,Contractor,Regular,Associate Degree,3,Davischester,8/4/1988,37,Second Shift,Financial Analysis | Budgeting | Excel,Data Analysis,Financial Analysis | Budgeting | Excel | Data Analysis,Financial Modeling Certification,Financial Modeling Certification,None,15
E0200,4550,E0393,Heidi,Mcconnell,Finance,"Lighting technician, broadcasting/film/video",On Leave,4/9/2022,,4.3,Non-Binary,95984,Part-time,Regular,PhD,3,East Ericview,3/15/1989,37,First Shift,Financial Analysis | Budgeting | Excel,Leadership,Financial Analysis | Budgeting | Excel | Leadership,Financial Modeling Certification,None,Medical | Retirement,15
E0201,4166,E0173,Kendra,Lewis,Marketing,"Librarian, public",On Leave,12/11/2018,,7.6,Female,93026,Contractor,Contract,Bachelor's Degree,4,Keithfort,11/4/2001,24,Third Shift,Digital Marketing | Content Development | Market Research,Presentation Skills,Digital Marketing | Content Development | Market Research | Presentation Skills,Google Analytics Certification,Google Analytics Certification,None,2
E0202,4561,,Evan,Smith,Engineering,Patent examiner,Active,7/25/2019,,7,Female,119903,Contractor,Regular,Master's Degree,2,Port Matthew,3/11/1995,31,First Shift,Technical Design | Project Management | Problem Solving,Negotiation,Technical Design | Project Management | Problem Solving | Negotiation,Six Sigma Green Belt,None,None,9
E0203,5559,E0052,Brooke,George,IT,Counsellor,Terminated,8/28/2023,2/18/2026,2.5,Female,76445,Full-time,Regular,Master's Degree,2,North Rhonda,4/7/1996,30,Second Shift,Technical Support | SQL | Cybersecurity,Communication,Technical Support | SQL | Cybersecurity | Communication,CompTIA A+,CompTIA A+,Medical | Dental | Vision | Retirement,8
E0204,9615,E0674,Shelley,Pennington,IT,Early years teacher,Terminated,9/25/2022,2/13/2024,1.4,Male,50280,Full-time,Temporary,PhD,3,West Ashley,9/1/1978,47,Second Shift,Technical Support | SQL | Cybersecurity,Conflict Resolution,Technical Support | SQL | Cybersecurity | Conflict Resolution,CompTIA A+,None,Medical | Dental | Vision | Retirement,25
E0205,1313,E0595,Jose,Hardy,Marketing,Hospital pharmacist,Active,7/6/2020,,6,Male,78160,Contractor,Regular,PhD,4,Campbellside,1/25/2002,24,Second Shift,Digital Marketing | Content Development | Market Research,SQL,Digital Marketing | Content Development | Market Research | SQL,Google Analytics Certification,Google Analytics Certification,None,2
E0206,5012,E0713,Darryl,Fernandez,Finance,"Programme researcher, broadcasting/film/video",On Leave,10/11/2022,,3.8,Female,44293,Contractor,Regular,PhD,2,Roberttown,10/1/1982,43,Third Shift,Financial Analysis | Budgeting | Excel,Project Management,Financial Analysis | Budgeting | Excel | Project Management,Financial Modeling Certification,None,None,21
E0207,4538,E0592,Richard,Chase,Marketing,Child psychotherapist,Terminated,5/7/2020,7/24/2021,1.2,Female,40281,Contractor,Regular,Associate Degree,5,Joseton,7/9/1973,53,Third Shift,Digital Marketing | Content Development | Market Research,Public Speaking,Digital Marketing | Content Development | Market Research | Public Speaking,Google Analytics Certification,Google Analytics Certification,None,31
E0208,2740,E0342,Karen,Davis,Finance,Haematologist,Terminated,10/15/2022,12/31/2024,2.2,Non-Binary,64828,Full-time,Regular,PhD,4,East Raymondburgh,9/30/2005,20,First Shift,Financial Analysis | Budgeting | Excel,Project Management,Financial Analysis | Budgeting | Excel | Project Management,Financial Modeling Certification,None,Medical | Dental | Vision | Retirement,0
E0209,2945,E0018,Carol,Reynolds,Finance,"Designer, interior/spatial",On Leave,11/16/2019,,6.7,Male,88089,Part-time,Temporary,Bachelor's Degree,1,Santiagoport,10/28/2004,21,Second Shift,Financial Analysis | Budgeting | Excel,Public Speaking,Financial Analysis | Budgeting | Excel | Public Speaking,Financial Modeling Certification,Financial Modeling Certification,Medical | Retirement,0
E0210,3466,,Cynthia,Arnold,Finance,Psychiatric nurse,On Leave,2/1/2022,,4.4,Non-Binary,119987,Full-time,Regular,Master's Degree,3,Brianside,6/5/2004,22,First Shift,Financial Analysis | Budgeting | Excel,Technical Writing,Financial Analysis | Budgeting | Excel | Technical Writing,Financial Modeling Certification,None,Medical | Dental | Vision | Retirement,0
E0211,7084,E0833,Julia,Hanson,Marketing,Product designer,On Leave,4/22/2022,,4.2,Male,95510,Contractor,Temporary,PhD,1,Tuckermouth,4/9/1997,29,Third Shift,Digital Marketing | Content Development | Market Research,Data Analysis,Digital Marketing | Content Development | Market Research | Data Analysis,Google Analytics Certification,Google Analytics Certification,None,7
E0212,7559,E0451,William,Reyes,Engineering,International aid/development worker,Active,7/28/2023,,3,Male,46277,Part-time,Contract,Bachelor's Degree,2,East Brittney,6/19/1983,43,Second Shift,Technical Design | Project Management | Problem Solving,Presentation Skills,Technical Design | Project Management | Problem Solving | Presentation Skills,Six Sigma Green Belt,None,Medical | Retirement,21
E0213,8933,E0979,Jennifer,Gibbs,Engineering,Publishing copy,On Leave,6/26/2020,,6.1,Female,87454,Contractor,Temporary,Bachelor's Degree,1,Port Christopher,11/19/1999,26,First Shift,Technical Design | Project Management | Problem Solving,Presentation Skills,Technical Design | Project Management | Problem Solving | Presentation Skills,Six Sigma Green Belt,Six Sigma Green Belt,None,4
E0214,6185,E0559,Amy,Michael,Engineering,Administrator,Active,3/26/2022,,4.3,Male,84276,Full-time,Contract,Master's Degree,4,Walkerview,10/19/1989,36,First Shift,Technical Design | Project Management | Problem Solving,Customer Service,Technical Design | Project Management | Problem Solving | Customer Service,Six Sigma Green Belt,None,Medical | Dental | Vision | Retirement,14
E0215,4698,E0230,Jenna,Gray,HR,Agricultural engineer,On Leave,7/12/2022,,4,Female,85045,Contractor,Regular,Master's Degree,3,Lake Kelly,12/16/1998,27,Third Shift,Employee Relations | Recruiting | Performance Management,Public Speaking,Employee Relations | Recruiting | Performance Management | Public Speaking,SHRM-CP,SHRM-CP,None,5
E0216,5242,E0559,Sara,Gross,Engineering,"Editor, film/video",Active,3/12/2022,,4.3,Female,80351,Contractor,Temporary,Bachelor's Degree,4,Travisview,1/18/1959,67,Second Shift,Technical Design | Project Management | Problem Solving,Negotiation,Technical Design | Project Management | Problem Solving | Negotiation,Six Sigma Green Belt,None,None,45
E0217,4498,E0046,Jeffrey,Wood,Finance,Tree surgeon,Active,7/19/2023,,3,Male,99337,Contractor,Contract,High School,2,East Jennifer,10/17/1969,56,Third Shift,Financial Analysis | Budgeting | Excel,Strategic Planning,Financial Analysis | Budgeting | Excel | Strategic Planning,Financial Modeling Certification,Financial Modeling Certification,None,34
E0218,7924,E0153,Andrea,Roberts,HR,Community development worker,Terminated,4/29/2019,7/10/2022,3.2,Non-Binary,116763,Contractor,Regular,Bachelor's Degree,5,East Patrick,7/19/1968,57,Third Shift,Employee Relations | Recruiting | Performance Management,Change Management,Employee Relations | Recruiting | Performance Management | Change Management,SHRM-CP,None,None,35
E0219,8897,E0327,William,Beard,Marketing,Firefighter,On Leave,11/4/2019,,6.7,Female,91996,Part-time,Temporary,PhD,3,Mooremouth,8/30/1973,52,Third Shift,Digital Marketing | Content Development | Market Research,Presentation Skills,Digital Marketing | Content Development | Market Research | Presentation Skills,Google Analytics Certification,Google Analytics Certification,Medical | Retirement,30
E0220,7617,E0254,Scott,Perry,Marketing,Textile designer,Terminated,5/31/2021,1/14/2024,2.6,Non-Binary,56084,Full-time,Temporary,Associate Degree,3,New Mary,1/19/2001,25,First Shift,Digital Marketing | Content Development | Market Research,Presentation Skills,Digital Marketing | Content Development | Market Research | Presentation Skills,Google Analytics Certification,None,Medical | Dental | Vision | Retirement,3
E0221,9648,E0652,Donald,Willis,Engineering,"Engineer, site",Active,8/23/2021,,4.9,Male,102947,Contractor,Contract,PhD,2,Scottfort,8/28/1970,55,First Shift,Technical Design | Project Management | Problem Solving,Conflict Resolution,Technical Design | Project Management | Problem Solving | Conflict Resolution,Six Sigma Green Belt,Six Sigma Green Belt,None,33
E0222,4962,E0824,John,Knapp,Finance,Logistics and distribution manager,Terminated,11/9/2020,7/2/2024,3.6,Female,108971,Contractor,Temporary,Bachelor's Degree,2,Sharonland,8/19/1970,55,Third Shift,Financial Analysis | Budgeting | Excel,Leadership,Financial Analysis | Budgeting | Excel | Leadership,Financial Modeling Certification,None,None,33
E0223,7698,E0269,Scott,Cobb,Finance,"Designer, multimedia",Terminated,5/15/2019,7/17/2023,4.2,Female,58431,Part-time,Contract,High School,5,West Matthew,10/3/1978,47,Third Shift,Financial Analysis | Budgeting | Excel,SQL,Financial Analysis | Budgeting | Excel | SQL,Financial Modeling Certification,Financial Modeling Certification,Medical | Retirement,25
E0224,6419,E0249,Erika,Castro,Engineering,"Surveyor, insurance",Active,5/26/2023,,3.1,Non-Binary,92064,Full-time,Regular,Associate Degree,1,East Lauramouth,4/21/1965,61,First Shift,Technical Design | Project Management | Problem Solving,Presentation Skills,Technical Design | Project Management | Problem Solving | Presentation Skills,Six Sigma Green Belt,None,Medical | Dental | Vision | Retirement,39
E0225,3293,E0418,Daniel,Castillo,HR,Freight forwarder,Active,8/16/2019,,6.9,Female,102244,Full-time,Regular,Bachelor's Degree,5,South Ericview,6/16/1973,53,Third Shift,Employee Relations | Recruiting | Performance Management,Process Improvement,Employee Relations | Recruiting | Performance Management | Process Improvement,SHRM-CP,SHRM-CP,Medical | Dental | Vision | Retirement,31
E0226,1650,E0989,Casey,Wilson,IT,Manufacturing systems engineer,Terminated,9/5/2019,8/1/2021,1.9,Non-Binary,46944,Full-time,Temporary,Bachelor's Degree,1,Trujillohaven,11/18/2003,22,First Shift,Technical Support | SQL | Cybersecurity,Leadership,Technical Support | SQL | Cybersecurity | Leadership,CompTIA A+,None,Medical | Dental | Vision | Retirement,0
E0227,2635,E0992,Laurie,Adams,HR,Waste management officer,Terminated,8/8/2020,11/1/2024,4.2,Female,43798,Part-time,Contract,High School,5,Port Alishaside,4/7/1971,55,Second Shift,Employee Relations | Recruiting | Performance Management,Strategic Planning,Employee Relations | Recruiting | Performance Management | Strategic Planning,SHRM-CP,SHRM-CP,Medical | Retirement,33
E0228,3989,E0109,Ashley,Hinton,Finance,Copy,On Leave,12/12/2018,,7.6,Female,44498,Part-time,Regular,PhD,1,North Randy,2/14/1990,36,First Shift,Financial Analysis | Budgeting | Excel,Negotiation,Financial Analysis | Budgeting | Excel | Negotiation,Financial Modeling Certification,None,Medical | Retirement,14
E0229,6673,E0109,Kyle,Robles,Finance,Chartered accountant,On Leave,11/30/2022,,3.6,Male,45073,Part-time,Contract,Master's Degree,3,Michaelstad,7/3/1975,51,Third Shift,Financial Analysis | Budgeting | Excel,Project Management,Financial Analysis | Budgeting | Excel | Project Management,Financial Modeling Certification,Financial Modeling Certification,Medical | Retirement,29
E0230,3128,E0781,Kayla,Stevens,HR,Podiatrist,Active,11/29/2021,,4.6,Male,113733,Part-time,Contract,Associate Degree,3,Timothyburgh,2/1/1963,63,Third Shift,Employee Relations | Recruiting | Performance Management,Excel,Employee Relations | Recruiting | Performance Management | Excel,SHRM-CP,None,Medical | Retirement,41
E0231,8358,E0308,John,Gomez,Finance,"Therapist, music",On Leave,2/23/2022,,4.4,Female,68575,Part-time,Regular,PhD,1,Michaelchester,5/10/1964,62,First Shift,Financial Analysis | Budgeting | Excel,Presentation Skills,Financial Analysis | Budgeting | Excel | Presentation Skills,Financial Modeling Certification,Financial Modeling Certification,Medical | Retirement,40
E0232,4558,E0197,Amy,Joseph,IT,"Geneticist, molecular",On Leave,12/4/2018,,7.6,Female,48908,Part-time,Regular,Bachelor's Degree,3,New Morganhaven,10/28/2002,23,Second Shift,Technical Support | SQL | Cybersecurity,Leadership,Technical Support | SQL | Cybersecurity | Leadership,CompTIA A+,None,Medical | Retirement,1
E0233,4032,E0172,Jacob,Tucker,Finance,Broadcast presenter,Terminated,5/28/2021,6/24/2023,2.1,Non-Binary,70550,Part-time,Temporary,Bachelor's Degree,3,Hendersonton,11/15/1996,29,Second Shift,Financial Analysis | Budgeting | Excel,SQL,Financial Analysis | Budgeting | Excel | SQL,Financial Modeling Certification,Financial Modeling Certification,Medical | Retirement,7
